year_month,estimate,month_of_release,passenger_type,direction,sex,age,standard_error,status
2004-05,178,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,0,Final
2004-05,119,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,0,Final
2004-05,90,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,0,Final
2004-05,60,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,0,Final
2004-05,30,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,0,Final
2004-05,22,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,0,Final
2004-05,4,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,0,Final
2004-05,518,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,0,Final
2004-05,232,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,0,Final
2004-05,321,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,0,Final
2004-05,1407,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,0,Final
2004-05,1428,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,0,Final
2004-05,813,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,0,Final
2004-05,522,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,0,Final
2004-05,438,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,0,Final
2004-05,343,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,0,Final
2004-05,293,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,0,Final
2004-05,312,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,0,Final
2004-05,256,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,0,Final
2004-05,164,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,0,Final
2004-05,115,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,0,Final
2004-05,71,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,0,Final
2004-05,40,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,0,Final
2004-05,20,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,0,Final
2004-05,6,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,0,Final
2004-05,-39,2020-09,Long-term migrant,Net,TOTAL,0-4 years,0,Final
2004-05,138,2020-09,Long-term migrant,Net,TOTAL,10-14 years,0,Final
2004-05,85,2020-09,Long-term migrant,Net,TOTAL,15-19 years,0,Final
2004-05,-654,2020-09,Long-term migrant,Net,TOTAL,20-24 years,0,Final
2004-05,-375,2020-09,Long-term migrant,Net,TOTAL,25-29 years,0,Final
2004-05,79,2020-09,Long-term migrant,Net,TOTAL,30-34 years,0,Final
2004-05,134,2020-09,Long-term migrant,Net,TOTAL,35-39 years,0,Final
2004-05,25,2020-09,Long-term migrant,Net,TOTAL,40-44 years,0,Final
2004-05,20,2020-09,Long-term migrant,Net,TOTAL,45-49 years,0,Final
2004-05,136,2020-09,Long-term migrant,Net,TOTAL,5-9 years,0,Final
2004-05,-69,2020-09,Long-term migrant,Net,TOTAL,50-54 years,0,Final
2004-05,-78,2020-09,Long-term migrant,Net,TOTAL,55-59 years,0,Final
2004-05,-45,2020-09,Long-term migrant,Net,TOTAL,60-64 years,0,Final
2004-05,-25,2020-09,Long-term migrant,Net,TOTAL,65-69 years,0,Final
2004-05,-11,2020-09,Long-term migrant,Net,TOTAL,70-74 years,0,Final
2004-05,-10,2020-09,Long-term migrant,Net,TOTAL,75-79 years,0,Final
2004-05,2,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0,Final
2004-05,-2,2020-09,Long-term migrant,Net,TOTAL,85-89 years,0,Final
2004-05,2,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,Final
2004-05,4,2020-09,Long-term migrant,Departures,TOTAL,90+ years,0,Final
2004-05,-2,2020-09,Long-term migrant,Net,TOTAL,90+ years,0,Final
2004-05,3282,2020-09,Long-term migrant,Arrivals,Female,TOTAL,0,Final
2004-05,3330,2020-09,Long-term migrant,Arrivals,Male,TOTAL,0,Final
2004-05,3500,2020-09,Long-term migrant,Departures,Female,TOTAL,0,Final
2004-05,3803,2020-09,Long-term migrant,Departures,Male,TOTAL,0,Final
2004-05,-218,2020-09,Long-term migrant,Net,Female,TOTAL,0,Final
2004-05,-473,2020-09,Long-term migrant,Net,Male,TOTAL,0,Final
2004-05,6612,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,0,Final
2004-05,7303,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,0,Final
2004-05,-691,2020-09,Long-term migrant,Net,TOTAL,TOTAL,0,Final
2004-06,237,2020-09,Long-term migrant,Arrivals,Female,0-4 years,0,Final
2004-06,251,2020-09,Long-term migrant,Arrivals,Male,0-4 years,0,Final
2004-06,204,2020-09,Long-term migrant,Arrivals,Female,10-14 years,0,Final
2004-06,240,2020-09,Long-term migrant,Arrivals,Male,10-14 years,0,Final
2004-06,266,2020-09,Long-term migrant,Arrivals,Female,15-19 years,0,Final
2004-06,306,2020-09,Long-term migrant,Arrivals,Male,15-19 years,0,Final
2004-06,405,2020-09,Long-term migrant,Arrivals,Female,20-24 years,0,Final
2004-06,378,2020-09,Long-term migrant,Arrivals,Male,20-24 years,0,Final
2004-06,546,2020-09,Long-term migrant,Arrivals,Female,25-29 years,0,Final
2004-06,490,2020-09,Long-term migrant,Arrivals,Male,25-29 years,0,Final
2004-06,454,2020-09,Long-term migrant,Arrivals,Female,30-34 years,0,Final
2004-06,458,2020-09,Long-term migrant,Arrivals,Male,30-34 years,0,Final
2004-06,342,2020-09,Long-term migrant,Arrivals,Female,35-39 years,0,Final
2004-06,339,2020-09,Long-term migrant,Arrivals,Male,35-39 years,0,Final
2004-06,245,2020-09,Long-term migrant,Arrivals,Female,40-44 years,0,Final
2004-06,248,2020-09,Long-term migrant,Arrivals,Male,40-44 years,0,Final
2004-06,169,2020-09,Long-term migrant,Arrivals,Female,45-49 years,0,Final
2004-06,208,2020-09,Long-term migrant,Arrivals,Male,45-49 years,0,Final
2004-06,267,2020-09,Long-term migrant,Arrivals,Female,5-9 years,0,Final
2004-06,251,2020-09,Long-term migrant,Arrivals,Male,5-9 years,0,Final
2004-06,119,2020-09,Long-term migrant,Arrivals,Female,50-54 years,0,Final
2004-06,134,2020-09,Long-term migrant,Arrivals,Male,50-54 years,0,Final
2004-06,97,2020-09,Long-term migrant,Arrivals,Female,55-59 years,0,Final
2004-06,87,2020-09,Long-term migrant,Arrivals,Male,55-59 years,0,Final
2004-06,63,2020-09,Long-term migrant,Arrivals,Female,60-64 years,0,Final
2004-06,64,2020-09,Long-term migrant,Arrivals,Male,60-64 years,0,Final
2004-06,40,2020-09,Long-term migrant,Arrivals,Female,65-69 years,0,Final
2004-06,44,2020-09,Long-term migrant,Arrivals,Male,65-69 years,0,Final
2004-06,18,2020-09,Long-term migrant,Arrivals,Female,70-74 years,0,Final
2004-06,19,2020-09,Long-term migrant,Arrivals,Male,70-74 years,0,Final
2004-06,11,2020-09,Long-term migrant,Arrivals,Female,75-79 years,0,Final
2004-06,16,2020-09,Long-term migrant,Arrivals,Male,75-79 years,0,Final
2004-06,2,2020-09,Long-term migrant,Arrivals,Female,80-84 years,0,Final
2004-06,1,2020-09,Long-term migrant,Arrivals,Male,80-84 years,0,Final
2004-06,1,2020-09,Long-term migrant,Arrivals,Female,85-89 years,0,Final
2004-06,2,2020-09,Long-term migrant,Arrivals,Male,85-89 years,0,Final
2004-06,1,2020-09,Long-term migrant,Arrivals,Female,90+ years,0,Final
2004-06,258,2020-09,Long-term migrant,Departures,Female,0-4 years,0,Final
2004-06,260,2020-09,Long-term migrant,Departures,Male,0-4 years,0,Final
2004-06,181,2020-09,Long-term migrant,Departures,Female,10-14 years,0,Final
2004-06,161,2020-09,Long-term migrant,Departures,Male,10-14 years,0,Final
2004-06,239,2020-09,Long-term migrant,Departures,Female,15-19 years,0,Final
2004-06,296,2020-09,Long-term migrant,Departures,Male,15-19 years,0,Final
2004-06,747,2020-09,Long-term migrant,Departures,Female,20-24 years,0,Final
2004-06,724,2020-09,Long-term migrant,Departures,Male,20-24 years,0,Final
2004-06,579,2020-09,Long-term migrant,Departures,Female,25-29 years,0,Final
2004-06,686,2020-09,Long-term migrant,Departures,Male,25-29 years,0,Final
2004-06,344,2020-09,Long-term migrant,Departures,Female,30-34 years,0,Final
2004-06,418,2020-09,Long-term migrant,Departures,Male,30-34 years,0,Final
2004-06,253,2020-09,Long-term migrant,Departures,Female,35-39 years,0,Final
2004-06,284,2020-09,Long-term migrant,Departures,Male,35-39 years,0,Final
2004-06,196,2020-09,Long-term migrant,Departures,Female,40-44 years,0,Final
2004-06,237,2020-09,Long-term migrant,Departures,Male,40-44 years,0,Final
2004-06,148,2020-09,Long-term migrant,Departures,Female,45-49 years,0,Final
2004-06,170,2020-09,Long-term migrant,Departures,Male,45-49 years,0,Final
2004-06,183,2020-09,Long-term migrant,Departures,Female,5-9 years,0,Final
2004-06,175,2020-09,Long-term migrant,Departures,Male,5-9 years,0,Final
2004-06,117,2020-09,Long-term migrant,Departures,Female,50-54 years,0,Final
2004-06,137,2020-09,Long-term migrant,Departures,Male,50-54 years,0,Final
2004-06,108,2020-09,Long-term migrant,Departures,Female,55-59 years,0,Final
2004-06,111,2020-09,Long-term migrant,Departures,Male,55-59 years,0,Final
2004-06,52,2020-09,Long-term migrant,Departures,Female,60-64 years,0,Final
2004-06,59,2020-09,Long-term migrant,Departures,Male,60-64 years,0,Final
2004-06,39,2020-09,Long-term migrant,Departures,Female,65-69 years,0,Final
2004-06,40,2020-09,Long-term migrant,Departures,Male,65-69 years,0,Final
2004-06,31,2020-09,Long-term migrant,Departures,Female,70-74 years,0,Final
2004-06,27,2020-09,Long-term migrant,Departures,Male,70-74 years,0,Final
2004-06,26,2020-09,Long-term migrant,Departures,Female,75-79 years,0,Final
2004-06,15,2020-09,Long-term migrant,Departures,Male,75-79 years,0,Final
2004-06,6,2020-09,Long-term migrant,Departures,Female,80-84 years,0,Final
2004-06,8,2020-09,Long-term migrant,Departures,Male,80-84 years,0,Final
2004-06,9,2020-09,Long-term migrant,Departures,Female,85-89 years,0,Final
2004-06,3,2020-09,Long-term migrant,Departures,Male,85-89 years,0,Final
2004-06,1,2020-09,Long-term migrant,Departures,Female,90+ years,0,Final
2004-06,1,2020-09,Long-term migrant,Departures,Male,90+ years,0,Final
2004-06,-21,2020-09,Long-term migrant,Net,Female,0-4 years,0,Final
2004-06,-9,2020-09,Long-term migrant,Net,Male,0-4 years,0,Final
2004-06,23,2020-09,Long-term migrant,Net,Female,10-14 years,0,Final
2004-06,79,2020-09,Long-term migrant,Net,Male,10-14 years,0,Final
2004-06,27,2020-09,Long-term migrant,Net,Female,15-19 years,0,Final
2004-06,10,2020-09,Long-term migrant,Net,Male,15-19 years,0,Final
2004-06,-342,2020-09,Long-term migrant,Net,Female,20-24 years,0,Final
2004-06,-346,2020-09,Long-term migrant,Net,Male,20-24 years,0,Final
2004-06,-33,2020-09,Long-term migrant,Net,Female,25-29 years,0,Final
2004-06,-196,2020-09,Long-term migrant,Net,Male,25-29 years,0,Final
2004-06,110,2020-09,Long-term migrant,Net,Female,30-34 years,0,Final
2004-06,40,2020-09,Long-term migrant,Net,Male,30-34 years,0,Final
2004-06,89,2020-09,Long-term migrant,Net,Female,35-39 years,0,Final
2004-06,55,2020-09,Long-term migrant,Net,Male,35-39 years,0,Final
2004-06,49,2020-09,Long-term migrant,Net,Female,40-44 years,0,Final
2004-06,11,2020-09,Long-term migrant,Net,Male,40-44 years,0,Final
2004-06,21,2020-09,Long-term migrant,Net,Female,45-49 years,0,Final
2004-06,38,2020-09,Long-term migrant,Net,Male,45-49 years,0,Final
2004-06,84,2020-09,Long-term migrant,Net,Female,5-9 years,0,Final
2004-06,76,2020-09,Long-term migrant,Net,Male,5-9 years,0,Final
2004-06,2,2020-09,Long-term migrant,Net,Female,50-54 years,0,Final
2004-06,-3,2020-09,Long-term migrant,Net,Male,50-54 years,0,Final
2004-06,-11,2020-09,Long-term migrant,Net,Female,55-59 years,0,Final
2004-06,-24,2020-09,Long-term migrant,Net,Male,55-59 years,0,Final
2004-06,11,2020-09,Long-term migrant,Net,Female,60-64 years,0,Final
2004-06,5,2020-09,Long-term migrant,Net,Male,60-64 years,0,Final
2004-06,1,2020-09,Long-term migrant,Net,Female,65-69 years,0,Final
2004-06,4,2020-09,Long-term migrant,Net,Male,65-69 years,0,Final
2004-06,-13,2020-09,Long-term migrant,Net,Female,70-74 years,0,Final
2004-06,-8,2020-09,Long-term migrant,Net,Male,70-74 years,0,Final
2004-06,-15,2020-09,Long-term migrant,Net,Female,75-79 years,0,Final
2004-06,1,2020-09,Long-term migrant,Net,Male,75-79 years,0,Final
2004-06,-4,2020-09,Long-term migrant,Net,Female,80-84 years,0,Final
2004-06,-7,2020-09,Long-term migrant,Net,Male,80-84 years,0,Final
2004-06,-8,2020-09,Long-term migrant,Net,Female,85-89 years,0,Final
2004-06,-1,2020-09,Long-term migrant,Net,Male,85-89 years,0,Final
2004-06,-1,2020-09,Long-term migrant,Net,Male,90+ years,0,Final
2004-06,488,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,0,Final
2004-06,444,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,0,Final
2004-06,572,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,0,Final
2004-06,783,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,0,Final
2004-06,1036,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,0,Final
2004-06,912,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,0,Final
2004-06,681,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,0,Final
2004-06,493,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,0,Final
2004-06,377,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,0,Final
2004-06,518,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,0,Final
2004-06,253,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,0,Final
2004-06,184,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,0,Final
2004-06,127,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,0,Final
2004-06,84,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,0,Final
2004-06,37,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,0,Final
2004-06,27,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,0,Final
2004-06,3,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,0,Final
2004-06,3,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,0,Final
2004-06,518,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,0,Final
2004-06,342,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,0,Final
2004-06,535,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,0,Final
2004-06,1471,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,0,Final
2004-06,1265,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,0,Final
2004-06,762,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,0,Final
2004-06,537,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,0,Final
2004-06,433,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,0,Final
2004-06,318,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,0,Final
2004-06,358,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,0,Final
2004-06,254,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,0,Final
2004-06,219,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,0,Final
2004-06,111,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,0,Final
2004-06,79,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,0,Final
2004-06,58,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,0,Final
2004-06,41,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,0,Final
2004-06,14,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,0,Final
2004-06,12,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,0,Final
2004-06,-30,2020-09,Long-term migrant,Net,TOTAL,0-4 years,0,Final
2004-06,102,2020-09,Long-term migrant,Net,TOTAL,10-14 years,0,Final
2004-06,37,2020-09,Long-term migrant,Net,TOTAL,15-19 years,0,Final
2004-06,-688,2020-09,Long-term migrant,Net,TOTAL,20-24 years,0,Final
2004-06,-229,2020-09,Long-term migrant,Net,TOTAL,25-29 years,0,Final
2004-06,150,2020-09,Long-term migrant,Net,TOTAL,30-34 years,0,Final
2004-06,144,2020-09,Long-term migrant,Net,TOTAL,35-39 years,0,Final
2004-06,60,2020-09,Long-term migrant,Net,TOTAL,40-44 years,0,Final
2004-06,59,2020-09,Long-term migrant,Net,TOTAL,45-49 years,0,Final
2004-06,160,2020-09,Long-term migrant,Net,TOTAL,5-9 years,0,Final
2004-06,-1,2020-09,Long-term migrant,Net,TOTAL,50-54 years,0,Final
2004-06,-35,2020-09,Long-term migrant,Net,TOTAL,55-59 years,0,Final
2004-06,16,2020-09,Long-term migrant,Net,TOTAL,60-64 years,0,Final
2004-06,5,2020-09,Long-term migrant,Net,TOTAL,65-69 years,0,Final
2004-06,-21,2020-09,Long-term migrant,Net,TOTAL,70-74 years,0,Final
2004-06,-14,2020-09,Long-term migrant,Net,TOTAL,75-79 years,0,Final
2004-06,-11,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0,Final
2004-06,-9,2020-09,Long-term migrant,Net,TOTAL,85-89 years,0,Final
2004-06,1,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,Final
2004-06,2,2020-09,Long-term migrant,Departures,TOTAL,90+ years,0,Final
2004-06,-1,2020-09,Long-term migrant,Net,TOTAL,90+ years,0,Final
2004-06,3487,2020-09,Long-term migrant,Arrivals,Female,TOTAL,0,Final
2004-06,3536,2020-09,Long-term migrant,Arrivals,Male,TOTAL,0,Final
2004-06,3517,2020-09,Long-term migrant,Departures,Female,TOTAL,0,Final
2004-06,3812,2020-09,Long-term migrant,Departures,Male,TOTAL,0,Final
2004-06,-30,2020-09,Long-term migrant,Net,Female,TOTAL,0,Final
2004-06,-276,2020-09,Long-term migrant,Net,Male,TOTAL,0,Final
2004-06,7023,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,0,Final
2004-06,7329,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,0,Final
2004-06,-306,2020-09,Long-term migrant,Net,TOTAL,TOTAL,0,Final
2004-07,264,2020-09,Long-term migrant,Arrivals,Female,0-4 years,0,Final
2004-07,272,2020-09,Long-term migrant,Arrivals,Male,0-4 years,0,Final
2004-07,323,2020-09,Long-term migrant,Arrivals,Female,10-14 years,0,Final
2004-07,408,2020-09,Long-term migrant,Arrivals,Male,10-14 years,0,Final
2004-07,479,2020-09,Long-term migrant,Arrivals,Female,15-19 years,0,Final
2004-07,535,2020-09,Long-term migrant,Arrivals,Male,15-19 years,0,Final
2004-07,558,2020-09,Long-term migrant,Arrivals,Female,20-24 years,0,Final
2004-07,556,2020-09,Long-term migrant,Arrivals,Male,20-24 years,0,Final
2004-07,632,2020-09,Long-term migrant,Arrivals,Female,25-29 years,0,Final
2004-07,570,2020-09,Long-term migrant,Arrivals,Male,25-29 years,0,Final
2004-07,450,2020-09,Long-term migrant,Arrivals,Female,30-34 years,0,Final
2004-07,448,2020-09,Long-term migrant,Arrivals,Male,30-34 years,0,Final
2004-07,380,2020-09,Long-term migrant,Arrivals,Female,35-39 years,0,Final
2004-07,360,2020-09,Long-term migrant,Arrivals,Male,35-39 years,0,Final
2004-07,290,2020-09,Long-term migrant,Arrivals,Female,40-44 years,0,Final
2004-07,300,2020-09,Long-term migrant,Arrivals,Male,40-44 years,0,Final
2004-07,186,2020-09,Long-term migrant,Arrivals,Female,45-49 years,0,Final
2004-07,202,2020-09,Long-term migrant,Arrivals,Male,45-49 years,0,Final
2004-07,271,2020-09,Long-term migrant,Arrivals,Female,5-9 years,0,Final
2004-07,309,2020-09,Long-term migrant,Arrivals,Male,5-9 years,0,Final
2004-07,130,2020-09,Long-term migrant,Arrivals,Female,50-54 years,0,Final
2004-07,125,2020-09,Long-term migrant,Arrivals,Male,50-54 years,0,Final
2004-07,91,2020-09,Long-term migrant,Arrivals,Female,55-59 years,0,Final
2004-07,113,2020-09,Long-term migrant,Arrivals,Male,55-59 years,0,Final
2004-07,48,2020-09,Long-term migrant,Arrivals,Female,60-64 years,0,Final
2004-07,54,2020-09,Long-term migrant,Arrivals,Male,60-64 years,0,Final
2004-07,29,2020-09,Long-term migrant,Arrivals,Female,65-69 years,0,Final
2004-07,49,2020-09,Long-term migrant,Arrivals,Male,65-69 years,0,Final
2004-07,17,2020-09,Long-term migrant,Arrivals,Female,70-74 years,0,Final
2004-07,21,2020-09,Long-term migrant,Arrivals,Male,70-74 years,0,Final
2004-07,13,2020-09,Long-term migrant,Arrivals,Female,75-79 years,0,Final
2004-07,13,2020-09,Long-term migrant,Arrivals,Male,75-79 years,0,Final
2004-07,7,2020-09,Long-term migrant,Arrivals,Female,80-84 years,0,Final
2004-07,8,2020-09,Long-term migrant,Arrivals,Male,80-84 years,0,Final
2004-07,3,2020-09,Long-term migrant,Arrivals,Female,85-89 years,0,Final
2004-07,3,2020-09,Long-term migrant,Arrivals,Male,85-89 years,0,Final
2004-07,2,2020-09,Long-term migrant,Arrivals,Female,90+ years,0,Final
2004-07,2,2020-09,Long-term migrant,Arrivals,Male,90+ years,0,Final
2004-07,260,2020-09,Long-term migrant,Departures,Female,0-4 years,0,Final
